Sample_Number,Hit_Count,Sample_ID,Study_ID,Longitude,Latitude,Geographic_Location
ERR2808647,12,ERS2753751,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808648,16,ERS2753752,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808649,36,ERS2753753,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808650,14,ERS2753754,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808651,8,ERS2753755,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808652,8,ERS2753756,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808652,0,ERS2753756,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808653,28,ERS2753757,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808654,6,ERS2753758,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808655,10,ERS2753759,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808657,4,ERS2753761,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808658,8,ERS2753762,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808659,1,ERS2753763,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808660,2,ERS2753764,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808661,3,ERS2753765,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808662,10,ERS2753766,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808663,12,ERS2753767,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808664,29,ERS2753768,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808665,8,ERS2753769,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808666,1,ERS2753770,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808667,32,ERS2753771,MGYS00005055,8.2275,46.8182,Switzerland
ERR2814645,2,ERS2758580,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814646,11,ERS2758581,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814647,7,ERS2758582,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814648,4,ERS2758583,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814649,1,ERS2758584,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814650,3,ERS2758585,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814651,1,ERS2758586,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814652,2,ERS2758587,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814653,4,ERS2758588,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814654,4,ERS2758589,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814655,9,ERS2758590,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814657,7,ERS2758592,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814658,8,ERS2758593,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814659,1,ERS2758594,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814660,11,ERS2758595,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814661,4,ERS2758596,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814662,3,ERS2758597,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814663,4,ERS2758598,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814664,4,ERS2758599,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814665,1,ERS2758600,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814666,2,ERS2758601,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814667,13,ERS2758602,MGYS00005056,8.2275,46.8182,Switzerland
ERR2985255,3,ERS2967391,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985256,6,ERS2967392,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985256,1,ERS2967392,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985257,4,ERS2967393,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985258,2,ERS2967394,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985258,0,ERS2967394,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985259,6,ERS2967395,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985259,1,ERS2967395,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985260,3,ERS2967396,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985260,0,ERS2967396,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985261,6,ERS2967397,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985262,0,ERS2967398,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985263,14,ERS2967399,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985264,8,ERS2967400,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985264,0,ERS2967400,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985265,4,ERS2967401,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985266,30,ERS2967402,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985267,22,ERS2967403,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985268,1,ERS2967404,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985268,0,ERS2967404,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985269,3,ERS2967405,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985269,1,ERS2967405,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985271,4,ERS2967407,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985271,1,ERS2967407,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985272,2,ERS2967408,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985273,3,ERS2967409,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985274,20,ERS2967410,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985275,0,ERS2967411,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985276,10,ERS2967412,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985276,1,ERS2967412,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985277,5,ERS2967413,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985277,1,ERS2967413,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985278,0,ERS2967414,MGYS00005058,8.2275,46.8182,Switzerland
ERR688807,2,ERS613823,MGYS00000423,28.6975,-20.108,Zimbabwe
ERR688821,2,ERS613989,MGYS00000425,30.056,-20.3079,Zimbabwe
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712377,1,ERS632920,MGYS00001542,,,
ERR712377,0,ERS632920,MGYS00001542,,,
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712377,1,ERS632920,MGYS00001542,,,
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712377,4,ERS632920,MGYS00001542,,,
ERR712377,1,ERS632920,MGYS00001542,,,
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712390,1,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR712390,1,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR712390,4,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR712390,5,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR712390,3,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR712390,1,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR712390,3,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR770579,1,ERS666855,MGYS00001382,9.8648,57.0495,Denmark
ERR770580,0,ERS666856,MGYS00001382,9.8648,57.0495,Denmark
ERR770581,0,ERS666857,MGYS00001382,9.8648,57.0495,Denmark
ERR770582,0,ERS666858,MGYS00001382,9.8648,57.0495,Denmark
ERR770583,0,ERS666859,MGYS00001382,9.8648,57.0495,Denmark
ERR770584,0,ERS666860,MGYS00001382,9.8648,57.0495,Denmark
ERR977400,0,ERS805484,MGYS00001418,43.7239,43.3792,Russia
ERR977403,0,ERS805492,MGYS00001392,43.7239,43.3792,Russia
ERR977404,0,ERS805493,MGYS00001392,43.7239,43.3792,Russia
ERR977405,0,ERS805494,MGYS00001392,43.7239,43.3792,Russia
ERR977406,0,ERS805495,MGYS00001392,43.7239,43.3792,Russia
ERR977408,0,ERS805487,MGYS00001392,9.8654,57.05,Denmark
ERR977409,0,ERS805487,MGYS00001392,9.8654,57.05,Denmark
ERR977410,0,ERS805488,MGYS00001392,9.8654,57.05,Denmark
ERR977411,0,ERS805496,MGYS00001392,16.4293,48.2549,Austria
ERR977412,0,ERS805496,MGYS00001392,16.4293,48.2549,Austria
ERR977413,0,ERS805496,MGYS00001392,16.4293,48.2549,Austria
ERR977414,0,ERS805497,MGYS00001392,16.4293,48.2549,Austria
ERR977415,0,ERS805497,MGYS00001392,16.4293,48.2549,Austria
ERR977416,0,ERS805497,MGYS00001392,16.4293,48.2549,Austria
ERR977417,0,ERS805498,MGYS00001392,10.5428,52.1489,Germany
ERR977417,0,ERS805498,MGYS00001392,10.5428,52.1489,Germany
ERR2808645,18,ERS2753749,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808656,7,ERS2753760,MGYS00005055,8.2275,46.8182,Switzerland
ERR2808668,6,ERS2753772,MGYS00005055,8.2275,46.8182,Switzerland
ERR2814656,3,ERS2758591,MGYS00005056,8.2275,46.8182,Switzerland
ERR2814668,15,ERS2758603,MGYS00005056,8.2275,46.8182,Switzerland
ERR2985262,4,ERS2967398,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985270,0,ERS2967406,MGYS00005058,8.2275,46.8182,Switzerland
ERR2985278,0,ERS2967414,MGYS00005058,8.2275,46.8182,Switzerland
ERR712377,2,ERS632920,MGYS00001542,,,
ERR712390,1,ERS632930,MGYS00001542,10.2425,56.2131,Denmark
ERR977407,0,ERS805486,MGYS00001392,9.8654,57.05,Denmark
ERR977418,0,ERS805498,MGYS00001392,10.5428,52.1489,Germany
ERR977422,1,ERS805499,MGYS00001392,10.5428,52.1489,Germany
SRR2107177,0,SRS976606,MGYS00001277,-59.07,-34.07,
SRR2107213,0,SRS976079,MGYS00001277,-58.17,-34.82,
ERR977418,0,ERS805498,MGYS00001392,10.5428,52.1489,Germany
ERR977419,0,ERS805498,MGYS00001392,10.5428,52.1489,Germany
ERR977419,0,ERS805498,MGYS00001392,10.5428,52.1489,Germany
ERR977420,2,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977420,0,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977420,0,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977421,1,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977421,0,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977421,0,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977422,0,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977422,0,ERS805499,MGYS00001392,10.5428,52.1489,Germany
ERR977423,0,ERS805489,MGYS00001392,9.8654,57.05,Denmark
ERR977423,0,ERS805489,MGYS00001392,9.8654,57.05,Denmark
ERR977424,0,ERS805490,MGYS00001392,9.8654,57.05,Denmark
ERR977424,0,ERS805490,MGYS00001392,9.8654,57.05,Denmark
ERR977424,0,ERS805490,MGYS00001392,9.8654,57.05,Denmark
ERR977425,1,ERS805491,MGYS00001392,9.8654,57.05,Denmark
ERR977425,0,ERS805491,MGYS00001392,9.8654,57.05,Denmark
ERR977425,0,ERS805491,MGYS00001392,9.8654,57.05,Denmark
ERR977425,0,ERS805491,MGYS00001392,9.8654,57.05,Denmark
SRR2107176,0,SRS976606,MGYS00001277,-59.07,-34.07,
SRR2107178,0,SRS976068,MGYS00001277,-58.2,-34.84,
SRR2107179,0,SRS976068,MGYS00001277,-58.2,-34.84,
SRR2107180,0,SRS976072,MGYS00001277,-58.2,-34.84,
SRR2107181,0,SRS976072,MGYS00001277,-58.2,-34.84,
SRR2107182,0,SRS976078,MGYS00001277,-62.05,-30.94,
SRR2107183,0,SRS976078,MGYS00001277,-62.05,-30.94,
SRR2107184,0,SRS976081,MGYS00001277,-62.05,-30.94,
SRR2107185,0,SRS976081,MGYS00001277,-62.05,-30.94,
SRR2107210,0,SRS976082,MGYS00001277,-58.17,-34.82,
SRR2107211,0,SRS976082,MGYS00001277,-58.17,-34.82,
SRR2107212,0,SRS976079,MGYS00001277,-58.17,-34.82,
SRR2107215,0,SRS976080,MGYS00001277,-58.59,-34.47,
SRR2107216,0,SRS976080,MGYS00001277,-58.59,-34.47,
SRR2107218,0,SRS976605,MGYS00001277,-58.59,-34.47,
SRR2107219,0,SRS976605,MGYS00001277,-58.59,-34.47,
SRR8224500,1,SRS4068426,MGYS00003674,,,
SRR8224500,0,SRS4068426,MGYS00003674,,,
SRR8224500,1,SRS4068426,MGYS00003674,,,
SRR8224500,1,SRS4068426,MGYS00003674,,,
SRR8224500,0,SRS4068426,MGYS00003674,,,
SRR8224501,1,SRS4068425,MGYS00003674,,,
SRR8224501,2,SRS4068425,MGYS00003674,,,
SRR8224501,1,SRS4068425,MGYS00003674,,,
SRR8224501,1,SRS4068425,MGYS00003674,,,
SRR8224501,0,SRS4068425,MGYS00003674,,,
