run_id,significant_hit_count,latitude,longitude,geo_location_name,environment_biome
ERR315862,0,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315862,0,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315862,0,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315863,0,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315863,2,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315863,1,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315863,0,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315863,1,33.9179,32.898,,marine biome (ENVO:00000447)
ERR315863,1,33.9179,32.898,,marine biome (ENVO:00000447)
ERR318618,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318618,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318618,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318618,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318618,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318618,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318618,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318619,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318620,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318620,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318620,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318620,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318620,1,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318620,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318620,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR318621,0,33.9235,32.8118,,marine biome (ENVO:00000447)
ERR321017,0,42.2038,17.715,,marine biome (ENVO:00000447)
ERR321018,0,33.9179,32.898,,marine biome (ENVO:00000447)
ERR3256922,0,-20.0961,-70.8,Pacific Ocean,marine biome (ENVO:00000447)
ERR3256923,1,-20.0822,-70.8005,Pacific Ocean,marine biome (ENVO:00000447)
ERR3256960,0,-26.2483,-103.9608,Pacific Ocean,marine biome (ENVO:00000447)
ERR3256960,1,-26.2483,-103.9608,Pacific Ocean,marine biome (ENVO:00000447)
ERR3262566,0,-32.71,18.13,,marine
ERR3262566,0,-32.71,18.13,,marine
ERR3262566,0,-32.71,18.13,,marine
ERR3262566,0,-32.71,18.13,,marine
ERR3262566,0,-32.71,18.13,,marine
ERR3262567,2,-32.71,18.13,,marine
ERR3262567,0,-32.71,18.13,,marine
ERR3262567,0,-32.71,18.13,,marine
ERR3262567,7,-32.71,18.13,,marine
ERR3262568,1,-32.71,18.13,,marine
ERR3262568,3,-32.71,18.13,,marine
ERR3262568,5,-32.71,18.13,,marine
ERR3262568,0,-32.71,18.13,,marine
ERR3262569,0,-32.71,18.13,,marine
ERR3262569,0,-32.71,18.13,,marine
ERR3262569,0,-32.71,18.13,,marine
ERR3262569,0,-32.71,18.13,,marine
ERR3262570,1,-32.71,18.13,,marine
ERR3262570,1,-32.71,18.13,,marine
ERR3262570,0,-32.71,18.13,,marine
ERR3262570,2,-32.71,18.13,,marine
ERR3262571,4,-32.71,18.13,,marine
ERR3262571,0,-32.71,18.13,,marine
ERR3262571,13,-32.71,18.13,,marine
ERR3262571,3,-32.71,18.13,,marine
ERR3262572,0,-32.71,18.13,,marine
ERR3262572,0,-32.71,18.13,,marine
ERR3262572,0,-32.71,18.13,,marine
ERR3262573,1,-32.71,18.13,,marine
ERR3262573,5,-32.71,18.13,,marine
ERR3262573,2,-32.71,18.13,,marine
ERR3262574,3,-32.71,18.13,,marine
ERR3262574,1,-32.71,18.13,,marine
ERR3262574,6,-32.71,18.13,,marine
ERR3262575,0,-32.71,18.13,,marine
ERR3262575,0,-32.71,18.13,,marine
ERR3262575,0,-32.71,18.13,,marine
ERR3262576,0,-32.71,18.13,,marine
ERR3262576,0,-32.71,18.13,,marine
ERR3262576,3,-32.71,18.13,,marine
ERR3262577,1,-32.71,18.13,,marine
ERR3262577,0,-32.71,18.13,,marine
ERR3262577,0,-32.71,18.13,,marine
ERR3262578,2,-32.71,18.13,,marine
ERR3262578,1,-32.71,18.13,,marine
ERR3262578,0,-32.71,18.13,,marine
ERR3262578,4,-32.71,18.13,,marine
ERR3341525,0,48.3589,4.5519,France,Marine biome
ERR3341525,0,48.3589,4.5519,France,Marine biome
ERR3341525,0,48.3589,4.5519,France,Marine biome
ERR3341526,0,48.3589,4.5519,France,Marine biome
ERR3341526,0,48.3589,4.5519,France,Marine biome
ERR3341526,0,48.3589,4.5519,France,Marine biome
ERR3341527,0,48.3589,4.5519,France,Marine biome
ERR3341527,0,48.3589,4.5519,France,Marine biome
ERR3341527,0,48.3589,4.5519,France,Marine biome
ERR3341527,0,48.3589,4.5519,France,Marine biome
ERR3341528,0,48.3589,4.5519,France,Marine biome
ERR3341528,0,48.3589,4.5519,France,Marine biome
ERR3341528,0,48.3589,4.5519,France,Marine biome
ERR3341528,0,48.3589,4.5519,France,Marine biome
ERR3341529,1,48.3589,4.5519,France,Marine biome
ERR3341529,0,48.3589,4.5519,France,Marine biome
ERR3341531,0,48.3589,4.5519,France,Marine biome
ERR3341531,1,48.3589,4.5519,France,Marine biome
ERR3341531,0,48.3589,4.5519,France,Marine biome
ERR3341531,1,48.3589,4.5519,France,Marine biome
ERR3341531,1,48.3589,4.5519,France,Marine biome
ERR3341531,1,48.3589,4.5519,France,Marine biome
ERR3341532,2,48.3589,4.5519,France,Marine biome
ERR3341532,2,48.3589,4.5519,France,Marine biome
ERR3341532,3,48.3589,4.5519,France,Marine biome
ERR3341532,2,48.3589,4.5519,France,Marine biome
ERR3341533,0,48.3589,4.5519,France,Marine biome
ERR3341533,0,48.3589,4.5519,France,Marine biome
ERR3341533,0,48.3589,4.5519,France,Marine biome
ERR3341533,0,48.3589,4.5519,France,Marine biome
ERR3341533,0,48.3589,4.5519,France,Marine biome
ERR3341533,0,48.3589,4.5519,France,Marine biome
ERR3341534,0,48.3589,4.5519,France,Marine biome
ERR3341534,0,48.3589,4.5519,France,Marine biome
ERR3341534,0,48.3589,4.5519,France,Marine biome
ERR3341534,0,48.3589,4.5519,France,Marine biome
ERR3341535,0,48.3589,4.5519,France,Marine biome
ERR3341535,0,48.3589,4.5519,France,Marine biome
ERR3341536,0,48.3333,5.1667,France,Marine biome
ERR3341536,0,48.3333,5.1667,France,Marine biome
ERR3341537,0,48.3589,4.5519,France,Marine biome
ERR3341537,0,48.3589,4.5519,France,Marine biome
ERR3341537,0,48.3589,4.5519,France,Marine biome
ERR3341537,0,48.3589,4.5519,France,Marine biome
ERR3341537,0,48.3589,4.5519,France,Marine biome
ERR3341538,0,48.3589,4.5519,France,Marine biome
ERR3341538,0,48.3589,4.5519,France,Marine biome
ERR3341538,0,48.3589,4.5519,France,Marine biome
ERR3341538,1,48.3589,4.5519,France,Marine biome
ERR3341538,0,48.3589,4.5519,France,Marine biome
ERR3341540,0,48.3589,4.5519,France,Marine biome
ERR3341540,0,48.3589,4.5519,France,Marine biome
ERR3341540,0,48.3589,4.5519,France,Marine biome
ERR3341540,0,48.3589,4.5519,France,Marine biome
ERR3341541,0,48.3589,4.5519,France,Marine biome
ERR3341541,0,48.3589,4.5519,France,Marine biome
ERR3341541,0,48.3589,4.5519,France,Marine biome
ERR3341541,0,48.3589,4.5519,France,Marine biome
ERR3341541,1,48.3589,4.5519,France,Marine biome
ERR3341542,0,48.3589,4.5519,France,Marine biome
ERR3341542,0,48.3589,4.5519,France,Marine biome
ERR3341542,0,48.3589,4.5519,France,Marine biome
ERR3341542,0,48.3589,4.5519,France,Marine biome
ERR3341542,0,48.3589,4.5519,France,Marine biome
ERR3341542,0,48.3589,4.5519,France,Marine biome
ERR3341543,0,48.3589,4.5519,France,Marine biome
ERR3341543,0,48.3589,4.5519,France,Marine biome
ERR3341543,1,48.3589,4.5519,France,Marine biome
ERR3341543,1,48.3589,4.5519,France,Marine biome
ERR3341543,1,48.3589,4.5519,France,Marine biome
ERR3341544,0,48.3589,4.5519,France,Marine biome
ERR3341544,1,48.3589,4.5519,France,Marine biome
ERR3341544,1,48.3589,4.5519,France,Marine biome
ERR3341544,0,48.3589,4.5519,France,Marine biome
ERR3341544,1,48.3589,4.5519,France,Marine biome
ERR3341544,0,48.3589,4.5519,France,Marine biome
ERR3341545,1,48.3589,4.5519,France,Marine biome
ERR3341545,0,48.3589,4.5519,France,Marine biome
ERR3341545,0,48.3589,4.5519,France,Marine biome
ERR3341545,0,48.3589,4.5519,France,Marine biome
ERR3341545,1,48.3589,4.5519,France,Marine biome
ERR3341545,0,48.3589,4.5519,France,Marine biome
ERR3341546,0,48.3589,4.5519,France,Marine biome
ERR3341546,2,48.3589,4.5519,France,Marine biome
ERR3341546,0,48.3589,4.5519,France,Marine biome
ERR3341546,0,48.3589,4.5519,France,Marine biome
ERR3341548,0,48.3589,4.5519,France,Marine biome
ERR3341548,0,48.3589,4.5519,France,Marine biome
ERR3341548,0,48.3589,4.5519,France,Marine biome
ERR3341548,0,48.3589,4.5519,France,Marine biome
ERR3341548,0,48.3589,4.5519,France,Marine biome
ERR3341549,0,48.2667,4.75,France,Marine biome
ERR3341549,0,48.2667,4.75,France,Marine biome
ERR3341549,0,48.2667,4.75,France,Marine biome
ERR3341549,0,48.2667,4.75,France,Marine biome
ERR3341550,0,48.4167,5.5,France,Marine biome
ERR3341550,0,48.4167,5.5,France,Marine biome
ERR3341550,0,48.4167,5.5,France,Marine biome
ERR3341550,0,48.4167,5.5,France,Marine biome
ERR3341550,0,48.4167,5.5,France,Marine biome
ERR3341551,2,48.4167,5.5,France,Marine biome
ERR3341551,0,48.4167,5.5,France,Marine biome
ERR3341551,1,48.4167,5.5,France,Marine biome
ERR3341553,1,48.2667,4.75,France,Marine biome
ERR3341553,0,48.2667,4.75,France,Marine biome
ERR3341553,0,48.2667,4.75,France,Marine biome
ERR3341553,0,48.2667,4.75,France,Marine biome
ERR3341555,0,48.4167,5.5,France,Marine biome
ERR3341555,3,48.4167,5.5,France,Marine biome
ERR3341555,3,48.4167,5.5,France,Marine biome
ERR3341555,1,48.4167,5.5,France,Marine biome
ERR3341555,2,48.4167,5.5,France,Marine biome
ERR3341555,1,48.4167,5.5,France,Marine biome
ERR3341556,0,48.2667,4.75,France,Marine biome
ERR3341556,0,48.2667,4.75,France,Marine biome
ERR3341556,0,48.2667,4.75,France,Marine biome
ERR3341556,0,48.2667,4.75,France,Marine biome
ERR3341556,0,48.2667,4.75,France,Marine biome
ERR3341556,0,48.2667,4.75,France,Marine biome
ERR3341557,0,48.25,5.0,France,Marine biome
ERR3341557,0,48.25,5.0,France,Marine biome
ERR3341557,0,48.25,5.0,France,Marine biome
ERR3341558,3,48.3589,4.5519,France,Marine biome
ERR3341558,1,48.3589,4.5519,France,Marine biome
ERR3341558,0,48.3589,4.5519,France,Marine biome
ERR3341558,0,48.3589,4.5519,France,Marine biome
ERR3341559,0,48.3333,5.1667,France,Marine biome
ERR3341559,0,48.3333,5.1667,France,Marine biome
ERR3341559,0,48.3333,5.1667,France,Marine biome
ERR3341559,0,48.3333,5.1667,France,Marine biome
ERR3341560,0,48.4167,5.5,France,Marine biome
ERR3341560,0,48.4167,5.5,France,Marine biome
ERR3341560,0,48.4167,5.5,France,Marine biome
ERR3341560,1,48.4167,5.5,France,Marine biome
ERR3341560,0,48.4167,5.5,France,Marine biome
ERR3341561,0,48.4167,5.5,France,Marine biome
ERR3341561,0,48.4167,5.5,France,Marine biome
ERR3341561,0,48.4167,5.5,France,Marine biome
ERR3341561,0,48.4167,5.5,France,Marine biome
ERR3341561,0,48.4167,5.5,France,Marine biome
ERR3341561,0,48.4167,5.5,France,Marine biome
ERR3341562,0,48.3333,5.1667,France,Marine biome
ERR3341562,0,48.3333,5.1667,France,Marine biome
ERR3341562,0,48.3333,5.1667,France,Marine biome
ERR3341563,1,48.4167,5.3333,France,Marine biome
ERR3341563,0,48.4167,5.3333,France,Marine biome
ERR3341563,0,48.4167,5.3333,France,Marine biome
ERR3341563,0,48.4167,5.3333,France,Marine biome
ERR3341564,0,48.4167,5.5,France,Marine biome
ERR3341564,1,48.4167,5.5,France,Marine biome
ERR3341564,0,48.4167,5.5,France,Marine biome
ERR3341565,2,48.4167,5.5,France,Marine biome
ERR3341565,2,48.4167,5.5,France,Marine biome
ERR3341565,0,48.4167,5.5,France,Marine biome
ERR3341566,0,48.4167,5.3333,France,Marine biome
ERR3341566,0,48.4167,5.3333,France,Marine biome
ERR3341566,0,48.4167,5.3333,France,Marine biome
ERR3341566,0,48.4167,5.3333,France,Marine biome
ERR3341566,0,48.4167,5.3333,France,Marine biome
ERR3341567,0,48.3589,4.5519,France,Marine biome
ERR3341568,0,48.3589,4.5519,France,Marine biome
ERR3341568,2,48.3589,4.5519,France,Marine biome
ERR3341570,1,48.3589,4.5519,France,Marine biome
ERR3341570,0,48.3589,4.5519,France,Marine biome
ERR3341570,0,48.3589,4.5519,France,Marine biome
ERR3341570,0,48.3589,4.5519,France,Marine biome
ERR3341571,1,48.3589,4.5519,France,Marine biome
ERR3341571,0,48.3589,4.5519,France,Marine biome
ERR3341571,0,48.3589,4.5519,France,Marine biome
ERR3341571,0,48.3589,4.5519,France,Marine biome
ERR3341571,0,48.3589,4.5519,France,Marine biome
ERR3341571,0,48.3589,4.5519,France,Marine biome
ERR3440666,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440667,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440668,2,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440669,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440670,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440671,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440672,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440673,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440673,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440674,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440674,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440675,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440675,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440676,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440676,1,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440677,2,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440677,1,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440678,5,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440678,5,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440679,4,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440679,2,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440680,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440681,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440682,1,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440683,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440683,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440684,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440685,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440686,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440687,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440688,1,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440689,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440690,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440691,3,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440692,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440692,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440693,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440694,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440695,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3440696,1,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3470816,0,-32.39,18.4,,marine
ERR3470817,0,-32.69,18.49,,marine
ERR3470818,0,-32.57,18.37,,marine
ERR3478687,20,,,,
ERR3478687,15,,,,
ERR3478687,16,,,,
ERR3478693,0,,,,
ERR3478694,0,,,,
ERR3478694,0,,,,
ERR3478694,0,,,,
ERR3478694,0,,,,
ERR3478694,0,,,,
ERR3478696,24,,,,
ERR3478696,43,,,,
ERR3478696,34,,,,
ERR3478696,23,,,,
ERR3478696,10,,,,
ERR3478696,29,,,,
ERR3478698,0,,,,
ERR3478698,0,,,,
ERR3478698,0,,,,
ERR3478698,0,,,,
ERR3478698,0,,,,
ERR3478700,89,,,,
ERR3478712,0,,,,
ERR3478712,0,,,,
ERR3478712,0,,,,
ERR3478712,1,,,,
ERR3478712,0,,,,
ERR3478712,0,,,,
ERR3478713,0,,,,
ERR3478713,1,,,,
ERR3478713,0,,,,
ERR3478714,0,,,,
ERR3478715,38,,,,
ERR3478715,55,,,,
ERR3478715,62,,,,
ERR3478715,15,,,,
ERR3478715,39,,,,
ERR3478715,7,,,,
ERR3494943,0,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3494944,0,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3494945,1,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3494946,1,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3494947,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494948,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494949,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494950,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494951,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494952,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494953,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494954,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494954,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494955,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494956,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494957,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494958,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494959,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494960,2,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494961,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494962,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494963,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494964,6,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3494965,2,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3494966,0,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3494967,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494968,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494969,3,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494970,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494970,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494971,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494972,0,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494973,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494974,1,24.414,54.5687,United Arab Emirates,Industrial cooling water
ERR3494975,1,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3494976,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3494977,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3499127,10,24.501,54.3907,United Arab Emirates,Industrial cooling water
ERR3499128,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3499129,1,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3499130,0,24.4881,54.6089,United Arab Emirates,Industrial cooling water
ERR3528510,0,-25.61057,-67.67249,,
ERR3534806,0,79.0767,-90.211,,Arctic soil
ERR3534807,0,79.0764,-90.2122,,Arctic soil
ERR358542,0,59.42,18.25,Sweden,freshwater biome ENVO:00000873
ERR358543,1,59.75,17.6,Sweden,freshwater biome ENVO:00000873
ERR358544,0,58.4,14.6,Sweden,freshwater biome ENVO:00000873
ERR358545,0,44.17,-69.48,USA,freshwater biome ENVO:00000873
ERR358546,0,44.17,-69.48,USA,freshwater biome ENVO:00000873
ERR358547,0,46.03,-89.68,USA,freshwater biome ENVO:00000873
ERR358548,0,46.01,-89.7,USA,freshwater biome ENVO:00000873
ERR358549,0,43.11,-89.4,USA,freshwater biome ENVO:00000873
ERR358550,1,43.11,-89.4,USA,freshwater biome ENVO:00000873
ERR367970,0,54.1819,7.9,North Sea,freshwater algal bloom
ERR3804373,9,51.30473889,23.36561667,,
ERR3804373,19,51.30473889,23.36561667,,
ERR3804373,5,51.30473889,23.36561667,,
ERR3804373,16,51.30473889,23.36561667,,
ERR3804373,12,51.30473889,23.36561667,,
ERR3804373,36,51.30473889,23.36561667,,
ERR3804373,46,51.30473889,23.36561667,,
ERR3804373,29,51.30473889,23.36561667,,
ERR3804373,38,51.30473889,23.36561667,,
ERR3804374,15,51.30473889,23.36561667,,
ERR3804374,7,51.30473889,23.36561667,,
ERR3804374,16,51.30473889,23.36561667,,
ERR3804374,15,51.30473889,23.36561667,,
ERR3804374,9,51.30473889,23.36561667,,
ERR3804374,58,51.30473889,23.36561667,,
ERR3804374,52,51.30473889,23.36561667,,
ERR3804374,69,51.30473889,23.36561667,,
ERR3804374,59,51.30473889,23.36561667,,
ERR3804374,3,51.30473889,23.36561667,,
ERR3804375,22,51.30473889,23.36561667,,
ERR3804375,23,51.30473889,23.36561667,,
ERR3804375,21,51.30473889,23.36561667,,
ERR3804375,22,51.30473889,23.36561667,,
ERR3804375,16,51.30473889,23.36561667,,
ERR3804375,2,51.30473889,23.36561667,,
ERR3804375,85,51.30473889,23.36561667,,
ERR3804375,74,51.30473889,23.36561667,,
ERR3804375,96,51.30473889,23.36561667,,
ERR3804375,91,51.30473889,23.36561667,,
ERR3804375,6,51.30473889,23.36561667,,
ERR3804376,31,51.30473889,23.36561667,,
ERR3804376,23,51.30473889,23.36561667,,
ERR3804376,25,51.30473889,23.36561667,,
ERR3804376,24,51.30473889,23.36561667,,
ERR3804376,23,51.30473889,23.36561667,,
ERR3804376,108,51.30473889,23.36561667,,
ERR3804376,87,51.30473889,23.36561667,,
ERR3804376,97,51.30473889,23.36561667,,
ERR3804376,83,51.30473889,23.36561667,,
ERR3804377,14,51.30473889,23.36561667,,
ERR3804377,16,51.30473889,23.36561667,,
ERR3804377,17,51.30473889,23.36561667,,
ERR3804377,14,51.30473889,23.36561667,,
ERR3804377,15,51.30473889,23.36561667,,
ERR3804377,49,51.30473889,23.36561667,,
ERR3804377,46,51.30473889,23.36561667,,
ERR3804377,65,51.30473889,23.36561667,,
ERR3804377,55,51.30473889,23.36561667,,
ERR3804377,15,51.30473889,23.36561667,,
ERR3804378,3,51.30473889,23.36561667,,
ERR3804378,9,51.30473889,23.36561667,,
ERR413102,0,-38.17,148.42,Australia,marine biome ENVO:00000447
ERR413102,0,-38.17,148.42,Australia,marine biome ENVO:00000447
ERR414817,0,78.9,18.0167,Norway,freshwater biome
ERR414818,0,78.9,18.0167,Norway,freshwater biome
ERR414819,0,78.9,18.0167,Norway,freshwater biome
ERR414820,0,78.9,18.0167,Norway,freshwater biome
ERR414821,0,78.9,18.0167,Norway,freshwater biome
ERR414822,0,78.9,18.0167,Norway,freshwater biome
ERR414823,0,78.9,18.0167,Norway,freshwater biome
ERR420344,3,45.9337,-130.0134,Pacific Ocean,marine
ERR420345,0,45.9337,-130.0134,Pacific Ocean,marine
ERR420346,1,45.9337,-130.0134,Pacific Ocean,marine
ERR420347,2,45.9337,-130.0134,Pacific Ocean,marine
ERR420348,0,45.9337,-130.0134,Pacific Ocean,marine
ERR420353,1,45.9437,-129.9852,Pacific Ocean,marine
ERR420354,1,45.9437,-129.9852,Pacific Ocean,marine
ERR420357,2,45.9333,-130.0138,Pacific Ocean,marine
ERR420358,1,45.9333,-130.0138,Pacific Ocean,marine
ERR420363,2,45.9227,-129.9881,Pacific Ocean,marine
ERR420364,1,45.9227,-129.9881,Pacific Ocean,marine
ERR420365,0,45.9227,-129.9881,Pacific Ocean,marine
ERR420366,2,45.9227,-129.9881,Pacific Ocean,marine
ERR420367,1,45.9227,-129.9881,Pacific Ocean,marine
ERR420368,0,45.9227,-129.9881,Pacific Ocean,marine
ERR430570,0,78.9,18.0167,Norway,small lake biome ENVO_00000892
ERR4334725,53,51.30473889,23.36561667,,
ERR4334725,58,51.30473889,23.36561667,,
ERR4334725,52,51.30473889,23.36561667,,
ERR4334725,71,51.30473889,23.36561667,,
ERR4334725,49,51.30473889,23.36561667,,
ERR4334726,53,51.30473889,23.36561667,,
ERR4334726,54,51.30473889,23.36561667,,
ERR4334726,58,51.30473889,23.36561667,,
ERR4334726,55,51.30473889,23.36561667,,
ERR4334726,60,51.30473889,23.36561667,,
ERR4334726,2,51.30473889,23.36561667,,
ERR4334727,84,51.30473889,23.36561667,,
ERR4334727,107,51.30473889,23.36561667,,
ERR4334727,112,51.30473889,23.36561667,,
ERR4334727,86,51.30473889,23.36561667,,
ERR4334727,27,51.30473889,23.36561667,,
ERR4334728,82,51.30473889,23.36561667,,
ERR4334728,95,51.30473889,23.36561667,,
ERR4334728,74,51.30473889,23.36561667,,
ERR4334728,81,51.30473889,23.36561667,,
ERR4334728,81,51.30473889,23.36561667,,
ERR4334728,18,51.30473889,23.36561667,,
ERR4334729,95,51.30473889,23.36561667,,
ERR4334729,114,51.30473889,23.36561667,,
ERR4334729,75,51.30473889,23.36561667,,
ERR4334729,93,51.30473889,23.36561667,,
ERR4334729,31,51.30473889,23.36561667,,
ERR4334730,94,51.30473889,23.36561667,,
ERR4334730,128,51.30473889,23.36561667,,
ERR4334730,83,51.30473889,23.36561667,,
ERR4334730,114,51.30473889,23.36561667,,
ERR4334730,72,51.30473889,23.36561667,,
ERR4334731,57,51.30473889,23.36561667,,
ERR4334731,91,51.30473889,23.36561667,,
ERR4334731,67,51.30473889,23.36561667,,
ERR4334731,63,51.30473889,23.36561667,,
ERR4334732,80,51.30473889,23.36561667,,
ERR4334732,71,51.30473889,23.36561667,,
ERR4334732,90,51.30473889,23.36561667,,
ERR4334732,53,51.30473889,23.36561667,,
ERR4334733,87,51.30473889,23.36561667,,
ERR4334733,104,51.30473889,23.36561667,,
ERR4334733,115,51.30473889,23.36561667,,
ERR4334733,83,51.30473889,23.36561667,,
ERR4334734,101,51.30473889,23.36561667,,
ERR4334734,111,51.30473889,23.36561667,,
ERR4334734,127,51.30473889,23.36561667,,
ERR4334734,87,51.30473889,23.36561667,,
ERR4334735,93,51.30473889,23.36561667,,
ERR4334735,87,51.30473889,23.36561667,,
ERR4334735,77,51.30473889,23.36561667,,
ERR4334735,67,51.30473889,23.36561667,,
ERR4334736,110,51.30473889,23.36561667,,
ERR4334736,94,51.30473889,23.36561667,,
ERR4334736,121,51.30473889,23.36561667,,
ERR4334736,90,51.30473889,23.36561667,,
ERR4334736,33,51.30473889,23.36561667,,
ERR466320,2,45.1101,44.7962,Serbia,freshwater river biome
ERR466321,3,44.7962,20.6287,Serbia,freshwater river biome
